product_number,family_id,product_title,size
"9512250","fam_64e551cb8a69","Posh Solus Tile Over Shower Tray with 1140mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 3 Wall / Alcove Install) 1200mm x 900mm","1200mm x 900mm"
"9512261","fam_64e551cb8a69","Posh Solus Tile Over Shower Tray with 840mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm (For 3 Wall / Alcove Install) 900mm x 1200mm","900mm x 1200mm"
"9512241","fam_64e551cb8a69","Posh Solus Tile Over Shower Tray with 840mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm (For 3 Wall / Alcove Install) 900mm x 900mm","900mm x 900mm"
"9512260","fam_64e551cb8a69","Posh Solus Tile Over Shower Tray with 840mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 3 Wall / Alcove Install) 900mm x 1200mm","900mm x 1200mm"
"9512240","fam_64e551cb8a69","Posh Solus Tile Over Shower Tray with 840mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 3 Wall / Alcove Install) 900mm x 900mm","900mm x 900mm"
"9512270","fam_593222f14284","Posh Solus Tile Over Shower Tray with 1140mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm 1500mm x 1000mm","1500mm x 1000mm"
"9512269","fam_593222f14284","Posh Solus Tile Over Shower Tray with 1140mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm 1500mm x 1000mm","1500mm x 1000mm"
"9512248","fam_b9bef4857e4a","Posh Solus Tile Over Shower Tray with 1140mm Long Rear Stainless Steel Standard Channel (For 3 Wall / Alcove Install) 1200mm x 900mm","1200mm x 900mm"
"9512258","fam_b9bef4857e4a","Posh Solus Tile Over Shower Tray with 840mm Long Rear Stainless Steel Standard Channel (For 3 Wall / Alcove Install) 900mm x 1200mm","900mm x 1200mm"
"9512238","fam_b9bef4857e4a","Posh Solus Tile Over Shower Tray with 840mm Long Rear Stainless Steel Standard Channel (For 3 Wall / Alcove Install) 900mm x 900mm","900mm x 900mm"
"9512257","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 1160mm Long Rear Matte Black Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 1200mm x 900mm","1200mm x 900mm"
"9512256","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 1160mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 1200mm x 900mm","1200mm x 900mm"
"9512267","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 860mm Long Rear Matte Black Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 900mm x 1200mm","900mm x 1200mm"
"9512247","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 860mm Long Rear Matte Black Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 900mm x 900mm","900mm x 900mm"
"9512266","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 900mm x 1200mm","900mm x 1200mm"
"9512246","fam_513904cbeb88","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles 9mm and up (For 2 Wall / Corner Install) 900mm x 900mm","900mm x 900mm"
"9512255","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 1160mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 1200mm x 900mm","1200mm x 900mm"
"9512254","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 1160mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 1200mm x 900mm","1200mm x 900mm"
"9512265","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 860mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 900mm x 1200mm","900mm x 1200mm"
"9512245","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 860mm Long Rear Matte Black Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 900mm x 900mm","900mm x 900mm"
"9512264","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 900mm x 1200mm","900mm x 1200mm"
"9512244","fam_924967b5f515","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Tile Insert Channel Suits Tiles up to 8mm (For 2 Wall / Corner Install) 900mm x 900mm","900mm x 900mm"
"9512249","fam_a2066516bb9f","Posh Solus Tile Over Shower Tray with 1160mm Long Rear Stainless Steel Standard Channel (For 2 Wall / Corner Install) 1200mm x 900mm","1200mm x 900mm"
"9512259","fam_a2066516bb9f","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Standard Channel (For 2 Wall / Corner Install) 900mm x 1200mm","900mm x 1200mm"
"9512239","fam_a2066516bb9f","Posh Solus Tile Over Shower Tray with 860mm Long Rear Stainless Steel Standard Channel (For 2 Wall / Corner Install) 900mm x 900mm","900mm x 900mm"
"9512235","fam_829df5b06d95","Posh Solus Tile Over Shower Tray with Rear Matte Black Tile Insert Waste 1200mm x 900mm","1200mm x 900mm"
"9512234","fam_829df5b06d95","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Tile Insert Waste 1200mm x 900mm","1200mm x 900mm"
"9512231","fam_829df5b06d95","Posh Solus Tile Over Shower Tray with Rear Matte Black Tile Insert Waste 900mm x 900mm","900mm x 900mm"
"9512230","fam_829df5b06d95","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Tile Insert Waste 900mm x 900mm","900mm x 900mm"
"9512236","fam_6507615170ce","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Round Floor Waste 1200mm x 900mm","1200mm x 900mm"
"9512232","fam_6507615170ce","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Round Floor Waste 900mm x 900mm","900mm x 900mm"
"9512237","fam_02a52b087055","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Square Floor Waste 1200mm x 900mm","1200mm x 900mm"
"9512233","fam_02a52b087055","Posh Solus Tile Over Shower Tray with Rear Stainless Steel Square Floor Waste 900mm x 900mm","900mm x 900mm"
"1852333","fam_3a1485aa1aed","Raffaello Accessible Stainless Steel Grab Rail 90 Degree Left Hand 950mm x 700mm Black","950mm x 700mm"
"1852334","fam_3a1485aa1aed","Raffaello Accessible Stainless Steel Grab Rail 90 Degree Left Hand 950mm x 700mm Bright","950mm x 700mm"
"1852336","fam_3a1485aa1aed","Raffaello Accessible Stainless Steel Grab Rail 90 Degree Right Hand 950mm x 700mm Black","950mm x 700mm"
"1852335","fam_3a1485aa1aed","Raffaello Accessible Stainless Steel Grab Rail 90 Degree Right Hand 950mm x 700mm White","950mm x 700mm"
"1852337","fam_3a1485aa1aed","Raffaello Accessible Stainless Steel Grab Rail 90 Degree Right Hand 950mm x 700mm Bright","950mm x 700mm"
"1851630","fam_cd36653bcb6b","RBA Grab Rail 90 Degree 950 x 700 High Left Hand Stainless Steel Polished","950 x 700"
"1851631","fam_cd36653bcb6b","RBA Grab Rail 90 Degree 950 x 700 High Right Hand Stainless Steel Polished","950 x 700"
"2219851","fam_d32eb5e89d98","RBA 90 Degree 2 Wall Grab Rail 1075 x 1050 x 600mm Left Hand","1075 x 1050 x 600mm"
"2219852","fam_d32eb5e89d98","RBA 90 Degree 2 Wall Grab Rail 1075 x 1050 x 600mm Right Hand","1075 x 1050 x 600mm"
"1711987","fam_c80fbd54d0a9","Roca Cyprus Stonex Shower Floor 1000mm x 1000mm Arena with Matching Waste","1000mm x 1000mm"
"1711991","fam_c80fbd54d0a9","Roca Cyprus Stonex Shower Floor 1200mm x 900mm Arena with Matching Waste","1200mm x 900mm"
"1711995","fam_c80fbd54d0a9","Roca Cyprus Stonex Shower Floor 900mm x 1500mm Arena with Matching Waste","900mm x 1500mm"
"1711983","fam_c80fbd54d0a9","Roca Cyprus Stonex Shower Floor 900mm x 900mm Arena with Matching Waste","900mm x 900mm"
"1711984","fam_48a52dfe3b45","Roca Cyprus Stonex Shower Floor 1000mm x 1000mm Blanco with Matching Waste","1000mm x 1000mm"
"1711988","fam_48a52dfe3b45","Roca Cyprus Stonex Shower Floor 1200mm x 900mm Blanco with Matching Waste","1200mm x 900mm"
"1711992","fam_48a52dfe3b45","Roca Cyprus Stonex Shower Floor 900mm x 1500mm Blanco with Matching Waste","900mm x 1500mm"
"1711980","fam_48a52dfe3b45","Roca Cyprus Stonex Shower Floor 900mm x 900mm Blanco with Matching Waste","900mm x 900mm"
"1711985","fam_858b41478975","Roca Cyprus Stonex Shower Floor 1000mm x 1000mm Cemento with Matching Waste","1000mm x 1000mm"
"1711989","fam_858b41478975","Roca Cyprus Stonex Shower Floor 1200mm x 900mm Cemento with Matching Waste","1200mm x 900mm"
"1711993","fam_858b41478975","Roca Cyprus Stonex Shower Floor 900mm x 1500mm Cemento with Matching Waste","900mm x 1500mm"
"1711981","fam_858b41478975","Roca Cyprus Stonex Shower Floor 900mm x 900mm Cemento with Matching Waste","900mm x 900mm"
"1711986","fam_2ac64ff0e326","Roca Cyprus Stonex Shower Floor 1000mm x 1000mm Pizarra with Matching Waste","1000mm x 1000mm"
"1711990","fam_2ac64ff0e326","Roca Cyprus Stonex Shower Floor 1200mm x 900mm Pizarra with Matching Waste","1200mm x 900mm"
"1711994","fam_2ac64ff0e326","Roca Cyprus Stonex Shower Floor 900mm x 1500mm Pizarra with Matching Waste","900mm x 1500mm"
"1711982","fam_2ac64ff0e326","Roca Cyprus Stonex Shower Floor 900mm x 900mm Pizarra with Matching Waste","900mm x 900mm"
"9511888","fam_a37b169dbc49","Roca Inspira Light Soft Square Above Counter Basin 500mm x 370mm Matte Black","500mm x 370mm"
"9511887","fam_a37b169dbc49","Roca Inspira Light Soft Square Above Counter Basin 500mm x 370mm Matte White","500mm x 370mm"
"9510257","fam_a37b169dbc49","Roca Inspira Light Soft Square Above Counter Basin 500mm x 370mm White","500mm x 370mm"
"9507161","fam_a37b169dbc49","Roca Inspira Soft Square Above Counter Basin 370mm x 370mm Gloss White","370mm x 370mm"
"1806215","fam_a37b169dbc49","Roca Inspira Soft Square Above Counter Basin 370mm x 370mm Matte Black","370mm x 370mm"
"1806221","fam_a37b169dbc49","Roca Inspira Soft Square Above Counter Basin 370mm x 370mm Matte White","370mm x 370mm"
"9507158","fam_a3d604140fd0","Roca Inspira Round Above Counter Basin 370mm x 370mm Gloss White","370mm x 370mm"
"1806211","fam_a3d604140fd0","Roca Inspira Round Above Counter Basin 370mm x 370mm Matte Black","370mm x 370mm"
"1806217","fam_a3d604140fd0","Roca Inspira Round Above Counter Basin 370mm x 370mm Matte White","370mm x 370mm"
"1808094","fam_060095ee867a","Roca Inspira Round Oval Above Counter Basin 500mm x 370mm Gloss White","500mm x 370mm"
"1806212","fam_060095ee867a","Roca Inspira Round Oval Above Counter Basin 500mm x 370mm Matte Black","500mm x 370mm"
"1806218","fam_060095ee867a","Roca Inspira Round Oval Above Counter Basin 500mm x 370mm Matte White","500mm x 370mm"
"9507160","fam_bdc506f4bbac","Roca Inspira Soft Rectangle Above Counter Basin 500mm x 370mm Gloss White","500mm x 370mm"
"1806216","fam_bdc506f4bbac","Roca Inspira Soft Rectangle Above Counter Basin 500mm x 370mm Matte Black","500mm x 370mm"
"1806222","fam_bdc506f4bbac","Roca Inspira Soft Rectangle Above Counter Basin 500mm x 370mm Matte White","500mm x 370mm"
"9507164","fam_f37dcafbd56b","Roca Inspira Square Above Counter Basin 370mm x 370mm Gloss White","370mm x 370mm"
"1806213","fam_f37dcafbd56b","Roca Inspira Square Above Counter Basin 370mm x 370mm Matte Black","370mm x 370mm"
"1806219","fam_f37dcafbd56b","Roca Inspira Square Above Counter Basin 370mm x 370mm Matte White","370mm x 370mm"
"9507163","fam_6b1902d757a2","Roca Inspira Square Rectangle Above Counter Basin 500mm x 370mm Gloss White","500mm x 370mm"
"1806214","fam_6b1902d757a2","Roca Inspira Square Rectangle Above Counter Basin 500mm x 370mm Matte Black","500mm x 370mm"
"1806220","fam_6b1902d757a2","Roca Inspira Square Rectangle Above Counter Basin 500mm x 370mm Matte White","500mm x 370mm"
"9508154","fam_d66853cd90c3","Roca Inspira Wall Basin with Fixings 1000mm x 490mm White","1000mm x 490mm"
"9508156","fam_d66853cd90c3","Roca Inspira Wall Basin with Fixings 600mm x 490mm White","600mm x 490mm"
"9508155","fam_d66853cd90c3","Roca Inspira Wall Basin with Fixings 800mm x 490mm White","800mm x 490mm"
"9512575","fam_4aa83f488d84","Roca Ona Square Semi Inset Basin 500mm x 380mm No Taphole with Overflow White","500mm x 380mm"
"9512576","fam_4aa83f488d84","Roca Ona Square Semi Inset Basin 600mm x 400mm No Taphole with Overflow White","600mm x 400mm"
"9512578","fam_ea748af8a8ae","Roca Ona Stonex 1600mm x 700mm Left Hand Back to Corner Bath White","1600mm x 700mm"
"9512579","fam_ea748af8a8ae","Roca Ona Stonex 1600mm x 700mm Right Hand Back to Corner Bath White","1600mm x 700mm"
"1832710","fam_8a2ad9dbfd9e","Roca Ona Wall Basin with Fixing Bolts 450mm x 260mm 1 Taphole Overflow White","450mm x 260mm"
"1832711","fam_8a2ad9dbfd9e","Roca Ona Wall Basin with Fixing Bolts 500mm x 360mm 1 Taphole Overflow White","500mm x 360mm"
"1832714","fam_4d239e2b8cdd","Roca Ona Wall Basin with Fixings 1000mm x 460mm 1 Taphole Overflow White","1000mm x 460mm"
"1809328","fam_4d239e2b8cdd","Roca Ona Wall Basin with Fixings 450mm x 260mm 1 Taphole Overflow Matte White","450mm x 260mm"
"1832712","fam_21ca16d682bb","Roca Ona Wall Basin with Fixings 800mm x 460mm 1 Taphole Left Hand Bowl Overflow White","800mm x 460mm"
"1832713","fam_21ca16d682bb","Roca Ona Wall Basin with Fixings 800mm x 460mm 1 Taphole Right Hand Bowl Overflow White","800mm x 460mm"
"9512570","fam_83ab4bcaf518","Roca Ona Wall hung Basin 450mm x 260mm 1Taphole with Overflow White","450mm x 260mm"
"9512571","fam_83ab4bcaf518","Roca Ona Wall hung Basin 500mm x 360mm 1Taphole with Overflow White","500mm x 360mm"
"9512572","fam_acbab00618a0","Roca Ona Wall Hung Basin 800mm x 460mm 1 Taphole with Left Hand Bowl Overflow White","800mm x 460mm"
"9512573","fam_acbab00618a0","Roca Ona Wall Hung Basin 800mm x 460mm 1 Taphole with Right Hand Bowl Overflow White","800mm x 460mm"
"1806773","fam_7c28093008fc","Roca Sofia Under Counter Basin 500mm x 390mm No Taphole with Overflow White","500mm x 390mm"
"1806772","fam_7c28093008fc","Roca Sofia Under Counter Basin 552mm x 392mm No Taphole with Overflow White","552mm x 392mm"
"1806774","fam_7c28093008fc","Roca Sofia Under Counter Basin 609mm x 410mm No Taphole with Overflow White","609mm x 410mm"
"9506764","fam_8417087676c1","Roca The Gap Semi Inset Basin 450mm x 410mm 1 Taphole White","450mm x 410mm"
"9506765","fam_8417087676c1","Roca The Gap Semi Inset Basin 550mm x 410mm 1 Taphole White","550mm x 410mm"
"1807927","fam_6257e0017053","Roca The Gap Square Above Counter Basin 390mm x 370mm with Overflow White","390mm x 370mm"
"1807928","fam_6257e0017053","Roca The Gap Square Above Counter Basin 600mm x 370mm with Overflow White","600mm x 370mm"
"1807931","fam_252c7ab508a1","Roca The Gap Square Semi Inset Basin 390mm x 370mm with Overflow White","390mm x 370mm"
"1807932","fam_252c7ab508a1","Roca The Gap Square Semi Inset Basin 600mm x 370mm with Overflow White","600mm x 370mm"
"1805766","fam_e3a0bca62af9","Roca The Gap Under Counter Basin 400 x 350mm with Overflow","400 x 350mm"
"1805767","fam_e3a0bca62af9","Roca The Gap Under Counter Basin 550 x 350mm with Overflow","550 x 350mm"
"1704458","fam_936e01bb0a80","Taffeta Shower Curtain 3.0 x 1.8m","3.0 x 1.8m"
"1704445","fam_936e01bb0a80","Taffeta Shower Curtain 3.6 x 1.8m","3.6 x 1.8m"
"2080240","fam_2b136c62c6f5","Wolfen Slimline Wall Hand Basin 400 x 240mm with Brackets Left Hand 1 Taphole Stainless Steel","400 x 240mm"
"2080241","fam_2b136c62c6f5","Wolfen Slimline Wall Hand Basin 400 x 240mm with Brackets Right Hand 1 Taphole Stainless Steel","400 x 240mm"
"9513001","fam_a43f72d5f90c","Wolfen Wall Basin 400 x 365 x 175mm No Overflow & Fixings 1 Taphole White","400 x 365 x 175mm"
"9513002","fam_a43f72d5f90c","Wolfen Wall Basin 500 x 420 x 190mm No Overflow & Fixings 1 Taphole White","500 x 420 x 190mm"
"9513004","fam_a43f72d5f90c","Wolfen Wall Basin 600 x 480 x 205mm No Overflow & Fixings 1 Taphole White","600 x 480 x 205mm"
"1851594","fam_8ced28cbaac7","Wolfen Wall Basin 400 x 365 x 175mm with Overflow & Fixings 1 Taphole White","400 x 365 x 175mm"
"1851595","fam_8ced28cbaac7","Wolfen Wall Basin 500 x 420 x 190mm with Overflow & Fixings 1 Taphole White","500 x 420 x 190mm"
"1851596","fam_8ced28cbaac7","Wolfen Wall Basin 600 x 480 x 205mm with Overflow & Fixings 1 Taphole White","600 x 480 x 205mm"
"9512156","fam_4685096ee571","Wolfen Wall Basin Only 400 x 365 x 175mm No Overflow 1 Taphole White","400 x 365 x 175mm"
"9512157","fam_4685096ee571","Wolfen Wall Basin Only 500 x 420 x 190mm No Overflow 1 Taphole White","500 x 420 x 190mm"
"9512159","fam_4685096ee571","Wolfen Wall Basin Only 600 x 480 x 205mm No Overflow 1 Taphole White","600 x 480 x 205mm"
